"PV_code","Provincie","Code","Jaar","ID","Geslacht","Burgelijke_Staat","Perioden","Bevolking","Gem_Bevolking"
"PV20  ","Groningen (PV)","10600","6 jaar","37828161","4000","1010","2023JJ00","2596","  2505.5"
"PV20  ","Groningen (PV)","17200","72 jaar","30777793","3000","1050","2023JJ00","246","   234.0"
"PV20  ","Groningen (PV)","18500","85 jaar","51217081","4000","1010","2023JJ00","53","    62.0"
"PV20  ","Groningen (PV)","15600","56 jaar","27964425","3000","T001019","2023JJ00","4044","  4017.5"
"PV20  ","Groningen (PV)","10010","0 jaar","36777385","4000","T001019","2023JJ00","2460","  1198.5"
"PV20  ","Groningen (PV)","15400","54 jaar","27625465","3000","T001019","2023JJ00","4050","  4401.5"
"PV20  ","Groningen (PV)","12400","24 jaar","4305017","T001038","1020","2023JJ00","430","   295.0"
"PV20  ","Groningen (PV)","17900","79 jaar","50166305","4000","T001019","2023JJ00","2255","  2416.5"
"PV20  ","Groningen (PV)","16200","62 jaar","29082993","3000","1050","2023JJ00","95","    49.5"
"PV20  ","Groningen (PV)","13600","36 jaar","6372673","T001038","1050","2023JJ00","1","    11.0"
"PV20  ","Groningen (PV)","16000","60 jaar","28744033","3000","1050","2023JJ00","90","    78.0"
"PV20  ","Groningen (PV)","11800","18 jaar","3288137","T001038","1020","2023JJ00","0","     1.0"
"PV20  ","Groningen (PV)","11800","18 jaar","3254241","T001038","1010","2023JJ00","7494","  6969.0"
"PV20  ","Groningen (PV)","17200","72 jaar","30811689","3000","1080","2023JJ00","376","   441.5"
"PV20  ","Groningen (PV)","16200","62 jaar","47319041","4000","1010","2023JJ00","575","   595.0"
"PV20  ","Groningen (PV)","19904","103 jaar","36201153","3000","1050","2023JJ00","1","     3.0"
"PV20  ","Groningen (PV)","10010","0 jaar","36811281","4000","1010","2023JJ00","2460","  1198.5"
"PV20  ","Groningen (PV)","13600","36 jaar","24574825","3000","T001019","2023JJ00","3494","  3694.5"
"PV20  ","Groningen (PV)","19100","91 jaar","15626281","T001038","1010","2023JJ00","37","    37.0"
"PV20  ","Groningen (PV)","14800","48 jaar","26642481","3000","1010","2023JJ00","1353","  1338.0"
"PV20  ","Groningen (PV)","17300","73 jaar","49149425","4000","T001019","2023JJ00","3157","  3131.5"
"PV20  ","Groningen (PV)","10600","6 jaar","1220481","T001038","1010","2023JJ00","5328","  5113.0"
"PV20  ","Groningen (PV)","16000","60 jaar","28777929","3000","1080","2023JJ00","665","   653.5"
"PV20  ","Groningen (PV)","11800","18 jaar","3322033","T001038","1050","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","12400","24 jaar","40946593","4000","1050","2023JJ00","1","     1.0"
"PV20  ","Groningen (PV)","13000","30 jaar","5389689","T001038","1080","2023JJ00","124","   128.5"
"PV20  ","Groningen (PV)","15600","56 jaar","28066113","3000","1050","2023JJ00","44","    56.0"
"PV20  ","Groningen (PV)","11800","18 jaar","3220345","T001038","T001019","2023JJ00","7494","  6970.0"
"PV20  ","Groningen (PV)","11200","12 jaar","2271257","T001038","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","15400","54 jaar","27693257","3000","1020","2023JJ00","2087","  2254.0"
"PV20  ","Groningen (PV)","19100","91 jaar","15660177","T001038","1020","2023JJ00","188","   234.0"
"PV20  ","Groningen (PV)","11200","12 jaar","2203465","T001038","T001019","2023JJ00","5828","  5843.5"
"PV20  ","Groningen (PV)","14800","48 jaar","26676377","3000","1020","2023JJ00","1671","  1627.5"
"PV20  ","Groningen (PV)","19100","91 jaar","15592385","T001038","T001019","2023JJ00","843","  1021.5"
"PV20  ","Groningen (PV)","16700","67 jaar","48132545","4000","T001019","2023JJ00","3579","  3665.5"
"PV20  ","Groningen (PV)","11800","18 jaar","3355929","T001038","1080","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","10600","6 jaar","1186585","T001038","T001019","2023JJ00","5328","  5113.0"
"PV20  ","Groningen (PV)","18500","85 jaar","14575505","T001038","T001019","2023JJ00","2276","  2482.0"
"PV20  ","Groningen (PV)","10010","0 jaar","237497","T001038","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","10010","0 jaar","203601","T001038","1010","2023JJ00","4940","  2400.5"
"PV20  ","Groningen (PV)","17900","79 jaar","13592521","T001038","1010","2023JJ00","185","   220.0"
"PV20  ","Groningen (PV)","10010","0 jaar","169705","T001038","T001019","2023JJ00","4940","  2400.5"
"PV20  ","Groningen (PV)","17900","79 jaar","13558625","T001038","T001019","2023JJ00","4244","  4558.5"
"PV20  ","Groningen (PV)","14800","48 jaar","26710273","3000","1050","2023JJ00","17","    10.5"
"PV20  ","Groningen (PV)","10600","6 jaar","1322169","T001038","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","17300","73 jaar","12575641","T001038","1010","2023JJ00","482","   538.0"
"PV20  ","Groningen (PV)","18500","85 jaar","14711089","T001038","1080","2023JJ00","154","   161.5"
"PV20  ","Groningen (PV)","17300","73 jaar","12541745","T001038","T001019","2023JJ00","6215","  6172.0"
"PV20  ","Groningen (PV)","14200","42 jaar","25693393","3000","1050","2023JJ00","9","     3.0"
"PV20  ","Groningen (PV)","10010","0 jaar","305289","T001038","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","12400","24 jaar","22608857","3000","1020","2023JJ00","127","    84.5"
"PV20  ","Groningen (PV)","16700","67 jaar","11524865","T001038","T001019","2023JJ00","7143","  7252.0"
"PV20  ","Groningen (PV)","12200","22 jaar","22269897","3000","1020","2023JJ00","33","    20.0"
"PV20  ","Groningen (PV)","13600","36 jaar","24676513","3000","1050","2023JJ00","0","     2.0"
"PV20  ","Groningen (PV)","15400","54 jaar","27761049","3000","1080","2023JJ00","604","   724.5"
"PV20  ","Groningen (PV)","11800","18 jaar","21591977","3000","1020","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","16100","61 jaar","10507985","T001038","T001019","2023JJ00","7816","  7991.0"
"PV20  ","Groningen (PV)","13000","30 jaar","23659633","3000","1050","2023JJ00","0","     0.5"
"PV20  ","Groningen (PV)","16300","63 jaar","29150785","3000","T001019","2023JJ00","3924","  3796.5"
"PV20  ","Groningen (PV)","11200","12 jaar","20575097","3000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","14200","42 jaar","25727289","3000","1080","2023JJ00","238","   233.5"
"PV20  ","Groningen (PV)","15500","55 jaar","9491105","T001038","T001019","2023JJ00","8075","  7956.5"
"PV20  ","Groningen (PV)","12400","24 jaar","22642753","3000","1050","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","15700","57 jaar","28133905","3000","T001019","2023JJ00","4140","  4039.0"
"PV20  ","Groningen (PV)","10600","6 jaar","19558217","3000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","13600","36 jaar","24710409","3000","1080","2023JJ00","146","   122.5"
"PV20  ","Groningen (PV)","14400","44 jaar","44268401","4000","1010","2023JJ00","1183","  1125.0"
"PV20  ","Groningen (PV)","11800","18 jaar","21625873","3000","1050","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","12600","26 jaar","41183865","4000","T001019","2023JJ00","4328","  4702.0"
"PV20  ","Groningen (PV)","10010","0 jaar","18541337","3000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","17900","79 jaar","31930257","3000","1020","2023JJ00","1411","  1503.5"
"PV20  ","Groningen (PV)","11200","12 jaar","20608993","3000","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","19700","97 jaar","16846537","T001038","1020","2023JJ00","15","    10.0"
"PV20  ","Groningen (PV)","19100","91 jaar","33997913","3000","1050","2023JJ00","127","   170.0"
"PV20  ","Groningen (PV)","12400","24 jaar","22676649","3000","1080","2023JJ00","7","     4.0"
"PV20  ","Groningen (PV)","17300","73 jaar","30913377","3000","1020","2023JJ00","2118","  2120.5"
"PV20  ","Groningen (PV)","10600","6 jaar","19592113","3000","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","18500","85 jaar","32981033","3000","1050","2023JJ00","234","   248.0"
"PV20  ","Groningen (PV)","19700","97 jaar","35116481","3000","1010","2023JJ00","1","     0.0"
"PV20  ","Groningen (PV)","11800","18 jaar","21659769","3000","1080","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","12600","26 jaar","41217761","4000","1010","2023JJ00","3747","  4208.0"
"PV20  ","Groningen (PV)","10010","0 jaar","18575233","3000","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","17900","79 jaar","31964153","3000","1050","2023JJ00","294","   344.5"
"PV20  ","Groningen (PV)","13600","36 jaar","43014249","4000","1080","2023JJ00","211","   228.5"
"PV20  ","Groningen (PV)","16100","61 jaar","28879617","3000","1020","2023JJ00","2406","  2372.5"
"PV20  ","Groningen (PV)","19100","91 jaar","34031809","3000","1080","2023JJ00","7","    12.0"
"PV20  ","Groningen (PV)","19904","103 jaar","36133361","3000","1010","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","17300","73 jaar","30947273","3000","1050","2023JJ00","281","   252.0"
"PV20  ","Groningen (PV)","10600","6 jaar","19626009","3000","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","15500","55 jaar","27862737","3000","1020","2023JJ00","2207","  2092.5"
"PV20  ","Groningen (PV)","12600","26 jaar","41319449","4000","1080","2023JJ00","32","    23.0"
"PV20  ","Groningen (PV)","14900","49 jaar","26845857","3000","1020","2023JJ00","1762","  1677.5"
"PV20  ","Groningen (PV)","16700","67 jaar","29930393","3000","1050","2023JJ00","131","   147.0"
"PV20  ","Groningen (PV)","10010","0 jaar","18609129","3000","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","13600","36 jaar","24608721","3000","1010","2023JJ00","2037","  2201.0"
"PV20  ","Groningen (PV)","18700","87 jaar","51556041","4000","1010","2023JJ00","40","    39.5"
"PV20  ","Groningen (PV)","16100","61 jaar","28913513","3000","1050","2023JJ00","46","    93.0"
"PV20  ","Groningen (PV)","16900","69 jaar","48471505","4000","T001019","2023JJ00","3462","  3390.5"
"PV20  ","Groningen (PV)","11800","18 jaar","39929713","4000","1050","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","17300","73 jaar","30981169","3000","1080","2023JJ00","375","   366.5"
"PV20  ","Groningen (PV)","13700","37 jaar","6576049","T001038","1080","2023JJ00","366","   380.0"
"PV20  ","Groningen (PV)","15500","55 jaar","27896633","3000","1050","2023JJ00","51","    40.0"
"PV20  ","Groningen (PV)","11200","12 jaar","38912833","4000","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","16700","67 jaar","29964289","3000","1080","2023JJ00","514","   516.5"
"PV20  ","Groningen (PV)","19100","91 jaar","52301753","4000","1050","2023JJ00","449","   537.5"
"PV20  ","Groningen (PV)","12400","24 jaar","40980489","4000","1080","2023JJ00","9","    10.5"
"PV20  ","Groningen (PV)","19700","97 jaar","53522009","4000","1080","2023JJ00","1","     2.5"
"PV20  ","Groningen (PV)","15700","57 jaar","46437745","4000","T001019","2023JJ00","4068","  3984.0"
"PV20  ","Groningen (PV)","10600","6 jaar","37862057","4000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","18500","85 jaar","51250977","4000","1020","2023JJ00","369","   412.0"
"PV20  ","Groningen (PV)","11800","18 jaar","39963609","4000","1080","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","10200","2 jaar","37184137","4000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","18100","81 jaar","50573057","4000","1020","2023JJ00","747","   858.0"
"PV20  ","Groningen (PV)","10010","0 jaar","36845177","4000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","17900","79 jaar","50234097","4000","1020","2023JJ00","1076","  1127.0"
"PV20  ","Groningen (PV)","14900","49 jaar","26913649","3000","1080","2023JJ00","412","   374.0"
"PV20  ","Groningen (PV)","19100","91 jaar","52335649","4000","1080","2023JJ00","35","    31.0"
"PV20  ","Groningen (PV)","12400","24 jaar","22541065","3000","T001019","2023JJ00","5428","  5421.0"
"PV20  ","Groningen (PV)","14500","45 jaar","26235729","3000","1080","2023JJ00","338","   286.0"
"PV20  ","Groningen (PV)","17300","73 jaar","49217217","4000","1020","2023JJ00","1902","  1877.5"
"PV20  ","Groningen (PV)","10600","6 jaar","37895953","4000","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","18500","85 jaar","51284873","4000","1050","2023JJ00","820","   833.5"
"PV20  ","Groningen (PV)","14300","43 jaar","25828977","3000","1020","2023JJ00","1350","  1566.0"
"PV20  ","Groningen (PV)","16700","67 jaar","48200337","4000","1020","2023JJ00","2234","  2257.0"
"PV20  ","Groningen (PV)","19904","103 jaar","54538889","4000","1080","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","10010","0 jaar","36879073","4000","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","11800","18 jaar","21524185","3000","T001019","2023JJ00","3739","  3486.5"
"PV20  ","Groningen (PV)","13700","37 jaar","24812097","3000","1020","2023JJ00","1348","  1342.5"
"PV20  ","Groningen (PV)","12500","25 jaar","4542289","T001038","1080","2023JJ00","26","    20.0"
"PV20  ","Groningen (PV)","16100","61 jaar","47183457","4000","1020","2023JJ00","2384","  2472.0"
"PV20  ","Groningen (PV)","11200","12 jaar","20507305","3000","T001019","2023JJ00","2968","  3013.5"
"PV20  ","Groningen (PV)","17300","73 jaar","49251113","4000","1050","2023JJ00","610","   554.5"
"PV20  ","Groningen (PV)","10600","6 jaar","37929849","4000","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","15500","55 jaar","46166577","4000","1020","2023JJ00","2280","  2164.5"
"PV20  ","Groningen (PV)","11800","18 jaar","21558081","3000","1010","2023JJ00","3739","  3486.5"
"PV20  ","Groningen (PV)","11200","12 jaar","2305153","T001038","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","14900","49 jaar","45149697","4000","1020","2023JJ00","1854","  1833.0"
"PV20  ","Groningen (PV)","10010","0 jaar","36912969","4000","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","13700","37 jaar","24879889","3000","1080","2023JJ00","153","   150.0"
"PV20  ","Groningen (PV)","10800","8 jaar","1627233","T001038","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","11900","19 jaar","3525409","T001038","1080","2023JJ00","0","     0.5"
"PV20  ","Groningen (PV)","18500","85 jaar","14677193","T001038","1050","2023JJ00","1054","  1081.5"
"PV20  ","Groningen (PV)","11200","12 jaar","20541201","3000","1010","2023JJ00","2968","  3013.5"
"PV20  ","Groningen (PV)","17300","73 jaar","49285009","4000","1080","2023JJ00","447","   463.0"
"PV20  ","Groningen (PV)","14900","49 jaar","8474225","T001038","T001019","2023JJ00","7072","  6846.0"
"PV20  ","Groningen (PV)","10010","0 jaar","271393","T001038","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","15500","55 jaar","46200473","4000","1050","2023JJ00","82","    86.5"
"PV20  ","Groningen (PV)","17900","79 jaar","13626417","T001038","1020","2023JJ00","2487","  2630.5"
"PV20  ","Groningen (PV)","19300","93 jaar","16066929","T001038","1080","2023JJ00","20","    37.0"
"PV20  ","Groningen (PV)","14300","43 jaar","7457345","T001038","T001019","2023JJ00","6231","  6589.5"
"PV20  ","Groningen (PV)","19800","98 jaar","35387649","3000","1080","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","17500","75 jaar","12948497","T001038","1020","2023JJ00","4220","  3943.0"
"PV20  ","Groningen (PV)","17300","73 jaar","12609537","T001038","1020","2023JJ00","4020","  3998.0"
"PV20  ","Groningen (PV)","19100","91 jaar","33930121","3000","1010","2023JJ00","16","    14.5"
"PV20  ","Groningen (PV)","13700","37 jaar","6440465","T001038","T001019","2023JJ00","6592","  6852.0"
"PV20  ","Groningen (PV)","15500","55 jaar","9525001","T001038","1010","2023JJ00","2033","  2209.0"
"PV20  ","Groningen (PV)","10600","6 jaar","19524321","3000","1010","2023JJ00","2732","  2607.5"
"PV20  ","Groningen (PV)","10600","6 jaar","19490425","3000","T001019","2023JJ00","2732","  2607.5"
"PV20  ","Groningen (PV)","13100","31 jaar","5423585","T001038","T001019","2023JJ00","7764","  7759.5"
"PV20  ","Groningen (PV)","17900","79 jaar","13660313","T001038","1050","2023JJ00","1140","  1256.0"
"PV20  ","Groningen (PV)","12500","25 jaar","22846129","3000","1080","2023JJ00","6","     8.0"
"PV20  ","Groningen (PV)","14300","43 jaar","7491241","T001038","1010","2023JJ00","2596","  2757.0"
"PV20  ","Groningen (PV)","18500","85 jaar","32879345","3000","T001019","2023JJ00","923","  1070.5"
"PV20  ","Groningen (PV)","12500","25 jaar","4406705","T001038","T001019","2023JJ00","9867"," 10315.0"
"PV20  ","Groningen (PV)","17300","73 jaar","12643433","T001038","1050","2023JJ00","891","   806.5"
"PV20  ","Groningen (PV)","11900","19 jaar","21829249","3000","1080","2023JJ00","0","     0.5"
"PV20  ","Groningen (PV)","10010","0 jaar","18473545","3000","T001019","2023JJ00","2480","  1202.0"
"PV20  ","Groningen (PV)","17900","79 jaar","31862465","3000","T001019","2023JJ00","1989","  2142.0"
"PV20  ","Groningen (PV)","11900","19 jaar","3389825","T001038","T001019","2023JJ00","9679","  8797.5"
"PV20  ","Groningen (PV)","11300","13 jaar","20812369","3000","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","13100","31 jaar","5457481","T001038","1010","2023JJ00","5482","  5719.0"
"PV20  ","Groningen (PV)","18500","85 jaar","32913241","3000","1010","2023JJ00","50","    43.5"
"PV20  ","Groningen (PV)","17300","73 jaar","30845585","3000","T001019","2023JJ00","3058","  3040.5"
"PV20  ","Groningen (PV)","14300","43 jaar","7525137","T001038","1020","2023JJ00","2940","  3176.0"
"PV20  ","Groningen (PV)","19200","92 jaar","15761865","T001038","T001019","2023JJ00","752","   754.5"
"PV20  ","Groningen (PV)","12500","25 jaar","4440601","T001038","1010","2023JJ00","9279","  9790.5"
"PV20  ","Groningen (PV)","16700","67 jaar","29828705","3000","T001019","2023JJ00","3564","  3586.5"
"PV20  ","Groningen (PV)","10700","7 jaar","1356065","T001038","T001019","2023JJ00","5278","  5337.5"
"PV20  ","Groningen (PV)","10010","0 jaar","18507441","3000","1010","2023JJ00","2480","  1202.0"
"PV20  ","Groningen (PV)","17900","79 jaar","31896361","3000","1010","2023JJ00","92","   105.0"
"PV20  ","Groningen (PV)","11900","19 jaar","3423721","T001038","1010","2023JJ00","9664","  8793.5"
"PV20  ","Groningen (PV)","16100","61 jaar","28811825","3000","T001019","2023JJ00","3912","  3967.5"
"PV20  ","Groningen (PV)","10100","1 jaar","339185","T001038","T001019","2023JJ00","5317","  4947.5"
"PV20  ","Groningen (PV)","19905","104 jaar","17965105","T001038","T001019","2023JJ00","6","     8.0"
"PV20  ","Groningen (PV)","17300","73 jaar","30879481","3000","1010","2023JJ00","284","   301.5"
"PV20  ","Groningen (PV)","14300","43 jaar","7559033","T001038","1050","2023JJ00","16","    28.5"
"PV20  ","Groningen (PV)","15500","55 jaar","27794945","3000","T001019","2023JJ00","4024","  4047.5"
"PV20  ","Groningen (PV)","12500","25 jaar","4474497","T001038","1020","2023JJ00","562","   503.5"
"PV20  ","Groningen (PV)","14900","49 jaar","26778065","3000","T001019","2023JJ00","3580","  3416.5"
"PV20  ","Groningen (PV)","10700","7 jaar","1389961","T001038","1010","2023JJ00","5278","  5337.5"
"PV20  ","Groningen (PV)","13700","37 jaar","6542153","T001038","1050","2023JJ00","15","     2.5"
"PV20  ","Groningen (PV)","12100","21 jaar","3796577","T001038","1020","2023JJ00","61","    49.5"
"PV20  ","Groningen (PV)","11900","19 jaar","3457617","T001038","1020","2023JJ00","15","     3.5"
"PV20  ","Groningen (PV)","14300","43 jaar","25761185","3000","T001019","2023JJ00","3099","  3438.5"
"PV20  ","Groningen (PV)","10100","1 jaar","373081","T001038","1010","2023JJ00","5317","  4947.5"
"PV20  ","Groningen (PV)","18000","80 jaar","13762001","T001038","1010","2023JJ00","162","   180.0"
"PV20  ","Groningen (PV)","11300","13 jaar","2440737","T001038","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","16100","61 jaar","47149561","4000","1010","2023JJ00","596","   640.5"
"PV20  ","Groningen (PV)","13700","37 jaar","24744305","3000","T001019","2023JJ00","3413","  3492.5"
"PV20  ","Groningen (PV)","12500","25 jaar","4508393","T001038","1050","2023JJ00","0","     1.0"
"PV20  ","Groningen (PV)","14900","49 jaar","26811961","3000","1010","2023JJ00","1384","  1346.0"
"PV20  ","Groningen (PV)","10700","7 jaar","1423857","T001038","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","15500","55 jaar","46132681","4000","1010","2023JJ00","883","   895.5"
"PV20  ","Groningen (PV)","19905","104 jaar","54606681","4000","1010","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","11900","19 jaar","3491513","T001038","1050","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","14300","43 jaar","25795081","3000","1010","2023JJ00","1464","  1615.0"
"PV20  ","Groningen (PV)","10100","1 jaar","406977","T001038","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","12500","25 jaar","22710545","3000","T001019","2023JJ00","5042","  5303.5"
"PV20  ","Groningen (PV)","19800","98 jaar","53589801","4000","1010","2023JJ00","6","     3.5"
"PV20  ","Groningen (PV)","14300","43 jaar","44098921","4000","1010","2023JJ00","1132","  1142.0"
"PV20  ","Groningen (PV)","13700","37 jaar","24778201","3000","1010","2023JJ00","1906","  1999.5"
"PV20  ","Groningen (PV)","19200","92 jaar","15863553","T001038","1050","2023JJ00","543","   523.0"
"PV20  ","Groningen (PV)","11900","19 jaar","21693665","3000","T001019","2023JJ00","4633","  4271.0"
"PV20  ","Groningen (PV)","10700","7 jaar","1457753","T001038","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","13700","37 jaar","43082041","4000","1010","2023JJ00","1450","  1554.5"
"PV20  ","Groningen (PV)","19905","104 jaar","54640577","4000","1020","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","11300","13 jaar","20676785","3000","T001019","2023JJ00","3164","  2973.5"
"PV20  ","Groningen (PV)","15500","55 jaar","46098785","4000","T001019","2023JJ00","4051","  3909.0"
"PV20  ","Groningen (PV)","10100","1 jaar","440873","T001038","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","12500","25 jaar","22744441","3000","1010","2023JJ00","4880","  5136.0"
"PV20  ","Groningen (PV)","19800","98 jaar","53623697","4000","1020","2023JJ00","0","     1.5"
"PV20  ","Groningen (PV)","10700","7 jaar","19659905","3000","T001019","2023JJ00","2680","  2734.0"
"PV20  ","Groningen (PV)","18600","86 jaar","33048825","3000","T001019","2023JJ00","808","   874.5"
"PV20  ","Groningen (PV)","12500","25 jaar","41048281","4000","1010","2023JJ00","4399","  4654.5"
"PV20  ","Groningen (PV)","11900","19 jaar","21727561","3000","1010","2023JJ00","4631","  4270.0"
"PV20  ","Groningen (PV)","17400","74 jaar","12812913","T001038","1050","2023JJ00","1019","   924.5"
"PV20  ","Groningen (PV)","10100","1 jaar","18643025","3000","T001019","2023JJ00","2747","  2483.0"
"PV20  ","Groningen (PV)","13700","37 jaar","43115937","4000","1020","2023JJ00","1507","  1573.0"
"PV20  ","Groningen (PV)","17400","74 jaar","12711225","T001038","T001019","2023JJ00","6313","  6150.5"
"PV20  ","Groningen (PV)","14300","43 jaar","25862873","3000","1050","2023JJ00","6","     8.5"
"PV20  ","Groningen (PV)","10100","1 jaar","474769","T001038","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","12500","25 jaar","22778337","3000","1020","2023JJ00","156","   159.5"
"PV20  ","Groningen (PV)","18000","80 jaar","13863689","T001038","1080","2023JJ00","358","   420.5"
"PV20  ","Groningen (PV)","16600","66 jaar","11389281","T001038","1010","2023JJ00","1007","  1090.5"
"PV20  ","Groningen (PV)","13700","37 jaar","24845993","3000","1050","2023JJ00","6","     0.5"
"PV20  ","Groningen (PV)","16200","62 jaar","10711361","T001038","1010","2023JJ00","1380","  1416.5"
"PV20  ","Groningen (PV)","11900","19 jaar","21761457","3000","1020","2023JJ00","2","     0.5"
"PV20  ","Groningen (PV)","17400","74 jaar","12846809","T001038","1080","2023JJ00","836","   814.0"
"PV20  ","Groningen (PV)","13100","31 jaar","23829113","3000","1050","2023JJ00","1","     0.0"
"PV20  ","Groningen (PV)","15100","51 jaar","45556449","4000","1080","2023JJ00","688","   591.5"
"PV20  ","Groningen (PV)","11300","13 jaar","20744577","3000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","16800","68 jaar","11829929","T001038","1080","2023JJ00","1036","  1078.5"
"PV20  ","Groningen (PV)","13700","37 jaar","43048145","4000","T001019","2023JJ00","3179","  3359.5"
"PV20  ","Groningen (PV)","12500","25 jaar","22812233","3000","1050","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","15600","56 jaar","9694481","T001038","1010","2023JJ00","1936","  2022.5"
"PV20  ","Groningen (PV)","10700","7 jaar","19727697","3000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","13100","31 jaar","42031265","4000","T001019","2023JJ00","3758","  3648.5"
"PV20  ","Groningen (PV)","14300","43 jaar","44166713","4000","1050","2023JJ00","10","    20.0"
"PV20  ","Groningen (PV)","11900","19 jaar","21795353","3000","1050","2023JJ00","0","     0.0"
"PV20  ","Groningen (PV)","12700","27 jaar","41353345","4000","T001019","2023JJ00","4210","  4237.0"
"PV20  ","Groningen (PV)","10100","1 jaar","18710817","3000","1020","2023JJ00","",""
"PV20  ","Groningen (PV)","12500","25 jaar","41014385","4000","T001019","2023JJ00","4825","  5011.5"
"PV20  ","Groningen (PV)","15600","56 jaar","9728377","T001038","1020","2023JJ00","4516","  4480.5"
"PV20  ","Groningen (PV)","14900","49 jaar","45217489","4000","1080","2023JJ00","542","   525.0"
"PV20  ","Groningen (PV)","19200","92 jaar","34167393","3000","1050","2023JJ00","121","   112.0"
"PV20  ","Groningen (PV)","19800","98 jaar","16948225","T001038","T001019","2023JJ00","101","   103.0"
"PV20  ","Groningen (PV)","11900","19 jaar","39997505","4000","T001019","2023JJ00","5046","  4526.5"
"PV20  ","Groningen (PV)","10700","7 jaar","19761593","3000","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","16200","62 jaar","10813049","T001038","1080","2023JJ00","1298","  1333.5"
"PV20  ","Groningen (PV)","14300","43 jaar","44200609","4000","1080","2023JJ00","400","   379.0"
"PV20  ","Groningen (PV)","11300","13 jaar","38980625","4000","T001019","2023JJ00","2857","  2864.0"
"PV20  ","Groningen (PV)","16800","68 jaar","30065977","3000","1020","2023JJ00","2348","  2392.0"
"PV20  ","Groningen (PV)","10100","1 jaar","18744713","3000","1050","2023JJ00","",""
"PV20  ","Groningen (PV)","15600","56 jaar","9796169","T001038","1080","2023JJ00","1439","  1418.0"
"PV20  ","Groningen (PV)","13700","37 jaar","43183729","4000","1080","2023JJ00","213","   230.0"
"PV20  ","Groningen (PV)","13700","37 jaar","43149833","4000","1050","2023JJ00","9","     2.0"
"PV20  ","Groningen (PV)","19200","92 jaar","34201289","3000","1080","2023JJ00","7","     6.0"
"PV20  ","Groningen (PV)","18000","80 jaar","32031945","3000","T001019","2023JJ00","1706","  1943.5"
"PV20  ","Groningen (PV)","15000","50 jaar","8677601","T001038","1010","2023JJ00","2643","  2413.0"
"PV20  ","Groningen (PV)","10700","7 jaar","19795489","3000","1080","2023JJ00","",""
"PV20  ","Groningen (PV)","13100","31 jaar","42099057","4000","1020","2023JJ00","1238","  1076.0"
"PV20  ","Groningen (PV)","18600","86 jaar","33184409","3000","1080","2023JJ00","54","    41.0"
"PV20  ","Groningen (PV)","16800","68 jaar","11694345","T001038","T001019","2023JJ00","6876","  7090.5"
"PV20  ","Groningen (PV)","14400","44 jaar","7660721","T001038","1010","2023JJ00","2589","  2572.5"
