"PV_code","Provincie","Code","Jaar","ID","Geslacht","Burgelijke_Staat","Perioden","Bevolking","Gem_Bevolking"
"PV26  ","Utrecht (PV)","18600","86 jaar","14813005","T001038","1020","2023JJ00","1606","  1863.0"
"PV26  ","Utrecht (PV)","12100","21 jaar","3830701","T001038","1050","2023JJ00","0","     0.0"
"PV26  ","Utrecht (PV)","14900","49 jaar","45217717","4000","1080","2023JJ00","1292","  1207.0"
"PV26  ","Utrecht (PV)","19904","103 jaar","17795853","T001038","T001019","2023JJ00","19","    27.5"
"PV26  ","Utrecht (PV)","14300","43 jaar","25795309","3000","1010","2023JJ00","3311","  3463.0"
"PV26  ","Utrecht (PV)","13600","36 jaar","42912789","4000","1010","2023JJ00","4115","  4197.5"
"PV26  ","Utrecht (PV)","19901","100 jaar","17389101","T001038","1050","2023JJ00","70","    78.5"
"PV26  ","Utrecht (PV)","11200","12 jaar","20609221","3000","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","13700","37 jaar","24778429","3000","1010","2023JJ00","4351","  4641.0"
"PV26  ","Utrecht (PV)","17400","74 jaar","49420821","4000","1050","2023JJ00","1468","  1279.5"
"PV26  ","Utrecht (PV)","18900","89 jaar","15355341","T001038","1050","2023JJ00","1577","  1676.0"
"PV26  ","Utrecht (PV)","10010","0 jaar","18609357","3000","1080","2023JJ00","",""
"PV26  ","Utrecht (PV)","11800","18 jaar","3322261","T001038","1050","2023JJ00","0","     0.0"
"PV26  ","Utrecht (PV)","15800","58 jaar","10067565","T001038","1020","2023JJ00","11615"," 11338.5"
"PV26  ","Utrecht (PV)","14900","49 jaar","45183821","4000","1050","2023JJ00","101","   100.5"
"PV26  ","Utrecht (PV)","22300","105 jaar of ouder","18236501","T001038","1050","2023JJ00","2","     4.5"
"PV26  ","Utrecht (PV)","14700","47 jaar","8135493","T001038","T001019","2023JJ00","16603"," 16580.5"
"PV26  ","Utrecht (PV)","18100","81 jaar","13965605","T001038","1020","2023JJ00","3664","  3979.0"
"PV26  ","Utrecht (PV)","12900","29 jaar","23456485","3000","1020","2023JJ00","1727","  1477.5"
"PV26  ","Utrecht (PV)","19600","96 jaar","53318861","4000","1050","2023JJ00","283","   321.5"
"PV26  ","Utrecht (PV)","13400","34 jaar","6067837","T001038","1080","2023JJ00","658","   592.5"
"PV26  ","Utrecht (PV)","13700","37 jaar","6542381","T001038","1050","2023JJ00","26","    19.5"
"PV26  ","Utrecht (PV)","10600","6 jaar","19626237","3000","1080","2023JJ00","",""
"PV26  ","Utrecht (PV)","16500","65 jaar","29625557","3000","1080","2023JJ00","1020","  1075.0"
"PV26  ","Utrecht (PV)","16800","68 jaar","48370045","4000","1020","2023JJ00","4361","  4446.5"
"PV26  ","Utrecht (PV)","15700","57 jaar","28201925","3000","1020","2023JJ00","5740","  5662.5"
"PV26  ","Utrecht (PV)","15100","51 jaar","27151149","3000","1010","2023JJ00","3042","  2836.5"
"PV26  ","Utrecht (PV)","13900","39 jaar","6915237","T001038","1080","2023JJ00","1017","  1030.5"
"PV26  ","Utrecht (PV)","10010","0 jaar","203829","T001038","1010","2023JJ00","14200","  7017.5"
"PV26  ","Utrecht (PV)","12200","22 jaar","40540069","4000","1010","2023JJ00","9465","  9227.5"
"PV26  ","Utrecht (PV)","13200","32 jaar","42268765","4000","1020","2023JJ00","4219","  3976.5"
"PV26  ","Utrecht (PV)","11900","19 jaar","3525637","T001038","1080","2023JJ00","0","     0.5"
"PV26  ","Utrecht (PV)","14700","47 jaar","44878757","4000","1080","2023JJ00","1094","   955.5"
"PV26  ","Utrecht (PV)","12100","21 jaar","3796805","T001038","1020","2023JJ00","240","   150.5"
"PV26  ","Utrecht (PV)","19902","101 jaar","35794629","3000","1010","2023JJ00","0","     1.0"
"PV26  ","Utrecht (PV)","13500","35 jaar","6203421","T001038","1050","2023JJ00","15","    12.5"
"PV26  ","Utrecht (PV)","15300","53 jaar","27456213","3000","T001019","2023JJ00","10141","  9939.0"
"PV26  ","Utrecht (PV)","19900","99 jaar","35421773","3000","T001019","2023JJ00","22","    40.5"
"PV26  ","Utrecht (PV)","16100","61 jaar","10643797","T001038","1080","2023JJ00","2726","  2846.0"
"PV26  ","Utrecht (PV)","19500","95 jaar","16507805","T001038","1020","2023JJ00","66","   103.0"
"PV26  ","Utrecht (PV)","13300","33 jaar","42404349","4000","1010","2023JJ00","5027","  5524.0"
"PV26  ","Utrecht (PV)","14900","49 jaar","26812189","3000","1010","2023JJ00","2797","  2843.0"
"PV26  ","Utrecht (PV)","10100","1 jaar","37048781","4000","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","14800","48 jaar","44946549","4000","1010","2023JJ00","2356","  2400.0"
"PV26  ","Utrecht (PV)","15500","55 jaar","27862965","3000","1020","2023JJ00","5549","  5543.0"
"PV26  ","Utrecht (PV)","12700","27 jaar","23185317","3000","1080","2023JJ00","37","    34.0"
"PV26  ","Utrecht (PV)","14300","43 jaar","25829205","3000","1020","2023JJ00","4543","  4809.5"
"PV26  ","Utrecht (PV)","18400","84 jaar","14541837","T001038","1080","2023JJ00","486","   514.5"
"PV26  ","Utrecht (PV)","13000","30 jaar","41963701","4000","1050","2023JJ00","10","     3.0"
"PV26  ","Utrecht (PV)","19900","99 jaar","53759509","4000","1010","2023JJ00","12","    10.5"
"PV26  ","Utrecht (PV)","10400","4 jaar","19287277","3000","1080","2023JJ00","",""
"PV26  ","Utrecht (PV)","14200","42 jaar","44031357","4000","1080","2023JJ00","844","   803.0"
"PV26  ","Utrecht (PV)","19903","102 jaar","36065797","3000","1080","2023JJ00","0","     0.0"
"PV26  ","Utrecht (PV)","17100","71 jaar","48878485","4000","1020","2023JJ00","3881","  4109.5"
"PV26  ","Utrecht (PV)","19100","91 jaar","33964245","3000","1020","2023JJ00","290","   358.5"
"PV26  ","Utrecht (PV)","15100","51 jaar","45454989","4000","1010","2023JJ00","2493","  2521.5"
"PV26  ","Utrecht (PV)","11000","10 jaar","1966421","T001038","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","13000","30 jaar","41862013","4000","T001019","2023JJ00","10144"," 10235.5"
"PV26  ","Utrecht (PV)","18500","85 jaar","33015157","3000","1080","2023JJ00","136","   158.0"
"PV26  ","Utrecht (PV)","13700","37 jaar","43082269","4000","1010","2023JJ00","3827","  4032.5"
"PV26  ","Utrecht (PV)","18100","81 jaar","50505493","4000","T001019","2023JJ00","3710","  4022.5"
"PV26  ","Utrecht (PV)","13300","33 jaar","42370453","4000","T001019","2023JJ00","9922"," 10261.5"
"PV26  ","Utrecht (PV)","10600","6 jaar","1186813","T001038","T001019","2023JJ00","15225"," 15329.5"
"PV26  ","Utrecht (PV)","13200","32 jaar","42200973","4000","T001019","2023JJ00","10220"," 10307.0"
"PV26  ","Utrecht (PV)","13000","30 jaar","41929805","4000","1020","2023JJ00","3143","  2965.0"
"PV26  ","Utrecht (PV)","10200","2 jaar","18948317","3000","1080","2023JJ00","",""
"PV26  ","Utrecht (PV)","14700","47 jaar","26507125","3000","1020","2023JJ00","4622","  4605.5"
"PV26  ","Utrecht (PV)","10400","4 jaar","19253381","3000","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","16100","61 jaar","28913741","3000","1050","2023JJ00","143","   135.5"
"PV26  ","Utrecht (PV)","10300","3 jaar","18982213","3000","T001019","2023JJ00","7722","  7668.0"
"PV26  ","Utrecht (PV)","16500","65 jaar","29557765","3000","1020","2023JJ00","5070","  5457.0"
"PV26  ","Utrecht (PV)","14400","44 jaar","44268629","4000","1010","2023JJ00","2759","  2831.5"
"PV26  ","Utrecht (PV)","22000","95 jaar of ouder","52912109","4000","1010","2023JJ00","115","   124.5"
"PV26  ","Utrecht (PV)","18000","80 jaar","50437701","4000","1050","2023JJ00","1605","  1696.0"
"PV26  ","Utrecht (PV)","19200","92 jaar","52369773","4000","T001019","2023JJ00","1065","  1133.5"
"PV26  ","Utrecht (PV)","13700","37 jaar","24846221","3000","1050","2023JJ00","8","     3.5"
"PV26  ","Utrecht (PV)","18000","80 jaar","13762229","T001038","1010","2023JJ00","339","   386.0"
"PV26  ","Utrecht (PV)","13700","37 jaar","43048373","4000","T001019","2023JJ00","9057","  9572.5"
"PV26  ","Utrecht (PV)","14300","43 jaar","44065253","4000","T001019","2023JJ00","8517","  8859.5"
"PV26  ","Utrecht (PV)","16300","63 jaar","10881069","T001038","1010","2023JJ00","2395","  2571.5"
"PV26  ","Utrecht (PV)","14200","42 jaar","25591933","3000","T001019","2023JJ00","8896","  8656.0"
"PV26  ","Utrecht (PV)","18000","80 jaar","13728333","T001038","T001019","2023JJ00","7317","  8238.5"
"PV26  ","Utrecht (PV)","12900","29 jaar","5186541","T001038","1050","2023JJ00","6","     4.5"
"PV26  ","Utrecht (PV)","11300","13 jaar","20710909","3000","1010","2023JJ00","8242","  8164.5"
"PV26  ","Utrecht (PV)","12000","20 jaar","40201109","4000","1010","2023JJ00","8948","  8885.5"
"PV26  ","Utrecht (PV)","15000","50 jaar","45353301","4000","1050","2023JJ00","113","   105.0"
"PV26  ","Utrecht (PV)","11100","11 jaar","20473637","3000","1080","2023JJ00","",""
"PV26  ","Utrecht (PV)","10010","0 jaar","18541565","3000","1020","2023JJ00","",""
"PV26  ","Utrecht (PV)","15300","53 jaar","27524005","3000","1020","2023JJ00","6020","  5709.0"
"PV26  ","Utrecht (PV)","15600","56 jaar","46370181","4000","1050","2023JJ00","220","   213.0"
"PV26  ","Utrecht (PV)","16600","66 jaar","11355613","T001038","T001019","2023JJ00","14776"," 15244.5"
"PV26  ","Utrecht (PV)","15500","55 jaar","27930757","3000","1080","2023JJ00","1320","  1300.0"
"PV26  ","Utrecht (PV)","14900","49 jaar","26913877","3000","1080","2023JJ00","968","   856.5"
"PV26  ","Utrecht (PV)","19300","93 jaar","34303205","3000","1020","2023JJ00","124","   166.0"
"PV26  ","Utrecht (PV)","18600","86 jaar","33082949","3000","1010","2023JJ00","51","    53.5"
"PV26  ","Utrecht (PV)","17100","71 jaar","30608541","3000","1050","2023JJ00","372","   351.5"
"PV26  ","Utrecht (PV)","11100","11 jaar","2102005","T001038","1020","2023JJ00","",""
"PV26  ","Utrecht (PV)","15500","55 jaar","46200701","4000","1050","2023JJ00","198","   192.5"
"PV26  ","Utrecht (PV)","17600","76 jaar","13050413","T001038","T001019","2023JJ00","13509"," 12908.5"
"PV26  ","Utrecht (PV)","17800","78 jaar","13389373","T001038","T001019","2023JJ00","9196","  8491.5"
"PV26  ","Utrecht (PV)","17500","75 jaar","31286461","3000","1050","2023JJ00","580","   484.5"
"PV26  ","Utrecht (PV)","15200","52 jaar","45658365","4000","1020","2023JJ00","5925","  5666.0"
"PV26  ","Utrecht (PV)","19200","92 jaar","15795989","T001038","1010","2023JJ00","76","    79.5"
"PV26  ","Utrecht (PV)","12200","22 jaar","3966285","T001038","1020","2023JJ00","391","   345.5"
"PV26  ","Utrecht (PV)","19500","95 jaar","34811645","3000","1020","2023JJ00","58","    79.5"
"PV26  ","Utrecht (PV)","12800","28 jaar","4915373","T001038","T001019","2023JJ00","19983"," 19434.0"
"PV26  ","Utrecht (PV)","17800","78 jaar","50098741","4000","1050","2023JJ00","1678","  1389.5"
"PV26  ","Utrecht (PV)","16900","69 jaar","30269581","3000","1050","2023JJ00","306","   276.5"
"PV26  ","Utrecht (PV)","14600","46 jaar","26303749","3000","1010","2023JJ00","2921","  2858.5"
"PV26  ","Utrecht (PV)","19903","102 jaar","54267949","4000","1010","2023JJ00","2","     4.0"
"PV26  ","Utrecht (PV)","19900","99 jaar","17117933","T001038","T001019","2023JJ00","113","   171.0"
"PV26  ","Utrecht (PV)","19100","91 jaar","34032037","3000","1080","2023JJ00","29","    34.0"
"PV26  ","Utrecht (PV)","17000","70 jaar","12033533","T001038","T001019","2023JJ00","13249"," 13283.0"
"PV26  ","Utrecht (PV)","12000","20 jaar","3559533","T001038","T001019","2023JJ00","17807"," 17775.0"
"PV26  ","Utrecht (PV)","15100","51 jaar","27185045","3000","1020","2023JJ00","5541","  5420.5"
"PV26  ","Utrecht (PV)","10500","5 jaar","37760597","4000","1080","2023JJ00","",""
"PV26  ","Utrecht (PV)","19500","95 jaar","53183277","4000","1080","2023JJ00","18","    28.5"
"PV26  ","Utrecht (PV)","10600","6 jaar","19558445","3000","1020","2023JJ00","",""
"PV26  ","Utrecht (PV)","10300","3 jaar","37387741","4000","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","19900","99 jaar","35489565","3000","1020","2023JJ00","4","    10.0"
"PV26  ","Utrecht (PV)","18000","80 jaar","50336013","4000","T001019","2023JJ00","4104","  4543.0"
"PV26  ","Utrecht (PV)","13200","32 jaar","42234869","4000","1010","2023JJ00","5686","  6051.0"
"PV26  ","Utrecht (PV)","17900","79 jaar","50234325","4000","1020","2023JJ00","2125","  2312.5"
"PV26  ","Utrecht (PV)","16900","69 jaar","11897949","T001038","1010","2023JJ00","1363","  1549.0"
"PV26  ","Utrecht (PV)","16400","64 jaar","29422181","3000","1050","2023JJ00","193","   194.0"
"PV26  ","Utrecht (PV)","19905","104 jaar","54606909","4000","1010","2023JJ00","0","     1.5"
"PV26  ","Utrecht (PV)","13200","32 jaar","42302661","4000","1050","2023JJ00","3","     7.5"
"PV26  ","Utrecht (PV)","15200","52 jaar","9050685","T001038","1020","2023JJ00","11643"," 11193.0"
"PV26  ","Utrecht (PV)","12400","24 jaar","4339141","T001038","1050","2023JJ00","1","     0.0"
"PV26  ","Utrecht (PV)","11400","14 jaar","2542653","T001038","T001019","2023JJ00","16101"," 16307.5"
"PV26  ","Utrecht (PV)","17600","76 jaar","49759781","4000","1050","2023JJ00","1943","  1698.5"
"PV26  ","Utrecht (PV)","13800","38 jaar","43251749","4000","1010","2023JJ00","3548","  3760.5"
"PV26  ","Utrecht (PV)","18200","82 jaar","14067293","T001038","T001019","2023JJ00","6605","  6544.5"
"PV26  ","Utrecht (PV)","10500","5 jaar","19355069","3000","1010","2023JJ00","7709","  7801.0"
"PV26  ","Utrecht (PV)","15400","54 jaar","27625693","3000","T001019","2023JJ00","9428"," 10109.0"
"PV26  ","Utrecht (PV)","14000","40 jaar","7050821","T001038","1050","2023JJ00","39","    36.0"
"PV26  ","Utrecht (PV)","18900","89 jaar","15253653","T001038","T001019","2023JJ00","2645","  2936.0"
"PV26  ","Utrecht (PV)","13700","37 jaar","24744533","3000","T001019","2023JJ00","9036","  9454.0"
"PV26  ","Utrecht (PV)","16300","63 jaar","47590437","4000","1080","2023JJ00","1414","  1412.5"
"PV26  ","Utrecht (PV)","12200","22 jaar","22202333","3000","T001019","2023JJ00","9163","  9061.0"
"PV26  ","Utrecht (PV)","17200","72 jaar","49115757","4000","1080","2023JJ00","1018","  1038.5"
"PV26  ","Utrecht (PV)","13400","34 jaar","42675517","4000","1080","2023JJ00","440","   383.5"
"PV26  ","Utrecht (PV)","13600","36 jaar","42946685","4000","1020","2023JJ00","4921","  4954.5"
"PV26  ","Utrecht (PV)","15500","55 jaar","46099013","4000","T001019","2023JJ00","9284","  9700.5"
"PV26  ","Utrecht (PV)","18900","89 jaar","33693077","3000","1080","2023JJ00","48","    68.0"
"PV26  ","Utrecht (PV)","12300","23 jaar","22439605","3000","1020","2023JJ00","198","   143.5"
"PV26  ","Utrecht (PV)","11800","18 jaar","39828253","4000","T001019","2023JJ00","8298","  7893.5"
"PV26  ","Utrecht (PV)","18900","89 jaar","51996917","4000","1080","2023JJ00","125","   148.5"
"PV26  ","Utrecht (PV)","15300","53 jaar","9254061","T001038","1050","2023JJ00","244","   234.0"
"PV26  ","Utrecht (PV)","18600","86 jaar","51454581","4000","1050","2023JJ00","1545","  1622.5"
"PV26  ","Utrecht (PV)","14200","42 jaar","25727517","3000","1080","2023JJ00","607","   505.5"
"PV26  ","Utrecht (PV)","19700","97 jaar","16812869","T001038","1010","2023JJ00","22","    21.5"
"PV26  ","Utrecht (PV)","14300","43 jaar","44133045","4000","1020","2023JJ00","4770","  5035.5"
"PV26  ","Utrecht (PV)","17300","73 jaar","49149653","4000","T001019","2023JJ00","6499","  6488.5"
"PV26  ","Utrecht (PV)","16000","60 jaar","10474317","T001038","1080","2023JJ00","2871","  2942.5"
"PV26  ","Utrecht (PV)","13400","34 jaar","24371677","3000","1080","2023JJ00","218","   209.0"
"PV26  ","Utrecht (PV)","15500","55 jaar","46234597","4000","1080","2023JJ00","1639","  1720.5"
"PV26  ","Utrecht (PV)","14400","44 jaar","7660949","T001038","1010","2023JJ00","5886","  6101.0"
"PV26  ","Utrecht (PV)","19900","99 jaar","35557357","3000","1080","2023JJ00","1","     1.0"
"PV26  ","Utrecht (PV)","10600","6 jaar","1220709","T001038","1010","2023JJ00","15225"," 15329.5"
"PV26  ","Utrecht (PV)","16300","63 jaar","29184909","3000","1010","2023JJ00","1265","  1321.5"
"PV26  ","Utrecht (PV)","13500","35 jaar","24507261","3000","1050","2023JJ00","3","     3.5"
"PV26  ","Utrecht (PV)","14500","45 jaar","7932117","T001038","1080","2023JJ00","1582","  1634.0"
"PV26  ","Utrecht (PV)","12400","24 jaar","40845133","4000","T001019","2023JJ00","9717","  9904.0"
"PV26  ","Utrecht (PV)","14900","49 jaar","45116029","4000","1010","2023JJ00","2416","  2339.0"
"PV26  ","Utrecht (PV)","15900","59 jaar","28473093","3000","T001019","2023JJ00","9119","  9296.5"
"PV26  ","Utrecht (PV)","17000","70 jaar","48776797","4000","1080","2023JJ00","1013","  1079.0"
"PV26  ","Utrecht (PV)","16000","60 jaar","28710365","3000","1020","2023JJ00","5695","  5856.5"
"PV26  ","Utrecht (PV)","16100","61 jaar","10542109","T001038","1010","2023JJ00","2787","  3036.0"
"PV26  ","Utrecht (PV)","12300","23 jaar","22405709","3000","1010","2023JJ00","8846","  9202.0"
"PV26  ","Utrecht (PV)","16800","68 jaar","11694573","T001038","T001019","2023JJ00","13803"," 13952.0"
"PV26  ","Utrecht (PV)","12400","24 jaar","22642981","3000","1050","2023JJ00","0","     0.0"
"PV26  ","Utrecht (PV)","12600","26 jaar","41184093","4000","T001019","2023JJ00","9731","  9802.0"
"PV26  ","Utrecht (PV)","17200","72 jaar","30710229","3000","1010","2023JJ00","520","   586.5"
"PV26  ","Utrecht (PV)","13800","38 jaar","6745757","T001038","1080","2023JJ00","998","   953.5"
"PV26  ","Utrecht (PV)","22000","95 jaar of ouder","52946005","4000","1020","2023JJ00","29","    45.5"
"PV26  ","Utrecht (PV)","12600","26 jaar","41285781","4000","1050","2023JJ00","3","     0.5"
"PV26  ","Utrecht (PV)","19700","97 jaar","35116709","3000","1010","2023JJ00","1","     1.5"
"PV26  ","Utrecht (PV)","19000","90 jaar","15490925","T001038","1020","2023JJ00","581","   673.5"
"PV26  ","Utrecht (PV)","17700","77 jaar","31557629","3000","1010","2023JJ00","168","   306.0"
"PV26  ","Utrecht (PV)","16100","61 jaar","28879845","3000","1020","2023JJ00","5655","  5673.0"
"PV26  ","Utrecht (PV)","15800","58 jaar","46709141","4000","1050","2023JJ00","302","   260.0"
"PV26  ","Utrecht (PV)","18300","83 jaar","50878349","4000","1010","2023JJ00","169","   162.0"
"PV26  ","Utrecht (PV)","17900","79 jaar","31964381","3000","1050","2023JJ00","517","   544.5"
"PV26  ","Utrecht (PV)","13000","30 jaar","23693757","3000","1080","2023JJ00","99","    80.0"
"PV26  ","Utrecht (PV)","15400","54 jaar","46031221","4000","1050","2023JJ00","185","   180.0"
"PV26  ","Utrecht (PV)","11700","17 jaar","3084989","T001038","1010","2023JJ00","16056"," 16217.5"
"PV26  ","Utrecht (PV)","12600","26 jaar","22981941","3000","1050","2023JJ00","1","     0.0"
"PV26  ","Utrecht (PV)","14100","41 jaar","25456349","3000","1010","2023JJ00","3595","  3680.0"
"PV26  ","Utrecht (PV)","14600","46 jaar","44709277","4000","1080","2023JJ00","940","   950.0"
"PV26  ","Utrecht (PV)","14200","42 jaar","7321989","T001038","1010","2023JJ00","6448","  6554.5"
"PV26  ","Utrecht (PV)","19300","93 jaar","52607045","4000","1020","2023JJ00","47","    64.5"
"PV26  ","Utrecht (PV)","15200","52 jaar","45692261","4000","1050","2023JJ00","166","   156.0"
"PV26  ","Utrecht (PV)","17100","71 jaar","30540749","3000","1010","2023JJ00","602","   642.0"
"PV26  ","Utrecht (PV)","12000","20 jaar","21965061","3000","1050","2023JJ00","0","     0.0"
"PV26  ","Utrecht (PV)","14000","40 jaar","43692397","4000","1080","2023JJ00","731","   663.5"
"PV26  ","Utrecht (PV)","11500","15 jaar","39455397","4000","1080","2023JJ00","0","     0.0"
"PV26  ","Utrecht (PV)","10010","0 jaar","36879301","4000","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","18400","84 jaar","14406253","T001038","T001019","2023JJ00","5379","  5724.5"
"PV26  ","Utrecht (PV)","22000","95 jaar of ouder","52979901","4000","1050","2023JJ00","1211","  1508.5"
"PV26  ","Utrecht (PV)","14600","46 jaar","8033805","T001038","1020","2023JJ00","9473","  9152.5"
"PV26  ","Utrecht (PV)","19100","91 jaar","33998141","3000","1050","2023JJ00","260","   316.5"
"PV26  ","Utrecht (PV)","16000","60 jaar","10440421","T001038","1050","2023JJ00","510","   489.0"
"PV26  ","Utrecht (PV)","11400","14 jaar","39184229","4000","1010","2023JJ00","7854","  8039.0"
"PV26  ","Utrecht (PV)","12800","28 jaar","41556949","4000","1010","2023JJ00","7843","  7809.5"
"PV26  ","Utrecht (PV)","13000","30 jaar","23558173","3000","T001019","2023JJ00","10032"," 10039.0"
"PV26  ","Utrecht (PV)","11800","18 jaar","21524413","3000","T001019","2023JJ00","8483","  8341.0"
"PV26  ","Utrecht (PV)","14100","41 jaar","43794085","4000","1020","2023JJ00","4968","  4894.5"
"PV26  ","Utrecht (PV)","16900","69 jaar","30201789","3000","1010","2023JJ00","721","   793.5"
"PV26  ","Utrecht (PV)","18300","83 jaar","32608405","3000","1020","2023JJ00","1684","  1950.0"
"PV26  ","Utrecht (PV)","12800","28 jaar","4949269","T001038","1010","2023JJ00","16268"," 16171.0"
"PV26  ","Utrecht (PV)","17300","73 jaar","49183549","4000","1010","2023JJ00","474","   510.5"
"PV26  ","Utrecht (PV)","13800","38 jaar","6711861","T001038","1050","2023JJ00","23","    28.0"
"PV26  ","Utrecht (PV)","14900","49 jaar","8610037","T001038","1080","2023JJ00","2260","  2063.5"
"PV26  ","Utrecht (PV)","11000","10 jaar","1898629","T001038","1010","2023JJ00","15614"," 15232.0"
"PV26  ","Utrecht (PV)","12500","25 jaar","41014613","4000","T001019","2023JJ00","9687","  9866.5"
"PV26  ","Utrecht (PV)","11300","13 jaar","2474861","T001038","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","19700","97 jaar","35150605","3000","1020","2023JJ00","12","    23.5"
"PV26  ","Utrecht (PV)","16100","61 jaar","47115893","4000","T001019","2023JJ00","8781","  8870.0"
"PV26  ","Utrecht (PV)","19904","103 jaar","54539117","4000","1080","2023JJ00","0","     3.0"
"PV26  ","Utrecht (PV)","19100","91 jaar","52268085","4000","1020","2023JJ00","113","   150.0"
"PV26  ","Utrecht (PV)","13100","31 jaar","5559397","T001038","1080","2023JJ00","396","   358.0"
"PV26  ","Utrecht (PV)","11200","12 jaar","20643117","3000","1080","2023JJ00","",""
"PV26  ","Utrecht (PV)","19900","99 jaar","53725613","4000","T001019","2023JJ00","91","   130.5"
"PV26  ","Utrecht (PV)","17400","74 jaar","49454717","4000","1080","2023JJ00","925","  1013.5"
"PV26  ","Utrecht (PV)","18700","87 jaar","14948589","T001038","1010","2023JJ00","179","   175.5"
"PV26  ","Utrecht (PV)","16400","64 jaar","11118341","T001038","1050","2023JJ00","729","   728.0"
"PV26  ","Utrecht (PV)","15700","57 jaar","28235821","3000","1050","2023JJ00","109","   100.0"
"PV26  ","Utrecht (PV)","22300","105 jaar of ouder","54776389","4000","1010","2023JJ00","1","     0.5"
"PV26  ","Utrecht (PV)","17800","78 jaar","13491061","T001038","1050","2023JJ00","2214","  1850.5"
"PV26  ","Utrecht (PV)","17900","79 jaar","50166533","4000","T001019","2023JJ00","4620","  4882.0"
"PV26  ","Utrecht (PV)","19904","103 jaar","54403533","4000","T001019","2023JJ00","15","    27.0"
"PV26  ","Utrecht (PV)","19700","97 jaar","16846765","T001038","1020","2023JJ00","14","    33.5"
"PV26  ","Utrecht (PV)","13400","34 jaar","42607725","4000","1020","2023JJ00","4618","  4687.5"
"PV26  ","Utrecht (PV)","18900","89 jaar","51929125","4000","1020","2023JJ00","228","   327.0"
"PV26  ","Utrecht (PV)","12600","26 jaar","4576413","T001038","T001019","2023JJ00","19170"," 19032.0"
"PV26  ","Utrecht (PV)","10500","5 jaar","19388965","3000","1020","2023JJ00","",""
"PV26  ","Utrecht (PV)","14500","45 jaar","44404213","4000","T001019","2023JJ00","8268","  8390.0"
"PV26  ","Utrecht (PV)","19800","98 jaar","35320085","3000","1020","2023JJ00","13","     9.0"
"PV26  ","Utrecht (PV)","12500","25 jaar","41082405","4000","1020","2023JJ00","1040","   885.0"
"PV26  ","Utrecht (PV)","10700","7 jaar","37997869","4000","1010","2023JJ00","7415","  7438.5"
"PV26  ","Utrecht (PV)","11200","12 jaar","38913061","4000","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","16100","61 jaar","28845949","3000","1010","2023JJ00","1500","  1613.5"
"PV26  ","Utrecht (PV)","16600","66 jaar","48064981","4000","1050","2023JJ00","685","   625.0"
"PV26  ","Utrecht (PV)","17500","75 jaar","49556405","4000","1020","2023JJ00","3846","  3734.0"
"PV26  ","Utrecht (PV)","17100","71 jaar","12236909","T001038","1010","2023JJ00","1112","  1267.0"
"PV26  ","Utrecht (PV)","16200","62 jaar","29049325","3000","1020","2023JJ00","5560","  5642.0"
"PV26  ","Utrecht (PV)","10800","8 jaar","38133453","4000","T001019","2023JJ00","7627","  7436.5"
"PV26  ","Utrecht (PV)","17500","75 jaar","49522509","4000","1010","2023JJ00","411","   424.5"
"PV26  ","Utrecht (PV)","19500","95 jaar","16541701","T001038","1050","2023JJ00","470","   599.0"
"PV26  ","Utrecht (PV)","18600","86 jaar","33184637","3000","1080","2023JJ00","97","   128.0"
"PV26  ","Utrecht (PV)","11200","12 jaar","2305381","T001038","1050","2023JJ00","",""
"PV26  ","Utrecht (PV)","12400","24 jaar","40879029","4000","1010","2023JJ00","8941","  9241.5"
"PV26  ","Utrecht (PV)","14300","43 jaar","44166941","4000","1050","2023JJ00","52","    37.0"
"PV26  ","Utrecht (PV)","19902","101 jaar","35896317","3000","1080","2023JJ00","0","     0.0"
"PV26  ","Utrecht (PV)","11700","17 jaar","3152781","T001038","1050","2023JJ00","0","     0.0"
"PV26  ","Utrecht (PV)","10100","1 jaar","18711045","3000","1020","2023JJ00","",""
"PV26  ","Utrecht (PV)","15900","59 jaar","28540885","3000","1020","2023JJ00","5875","  5888.0"
"PV26  ","Utrecht (PV)","14400","44 jaar","44302525","4000","1020","2023JJ00","4636","  4762.5"
"PV26  ","Utrecht (PV)","19600","96 jaar","16711181","T001038","1050","2023JJ00","359","   408.5"
"PV26  ","Utrecht (PV)","18300","83 jaar","14304565","T001038","1020","2023JJ00","2897","  3227.0"
"PV26  ","Utrecht (PV)","14000","40 jaar","43624605","4000","1020","2023JJ00","4864","  4844.0"
"PV26  ","Utrecht (PV)","19100","91 jaar","33896453","3000","T001019","2023JJ00","593","   730.0"
"PV26  ","Utrecht (PV)","19700","97 jaar","35082813","3000","T001019","2023JJ00","56","    92.5"
"PV26  ","Utrecht (PV)","13600","36 jaar","6406797","T001038","1080","2023JJ00","830","   760.5"
"PV26  ","Utrecht (PV)","17600","76 jaar","13185997","T001038","1080","2023JJ00","1621","  1635.5"
